發生年度,發生月份,發生日期,發生時間,事故類別名稱,處理單位名稱警局層,發生地點,天候名稱,光線名稱,道路類別-第1當事者-名稱,速限-第1當事者,道路型態大類別名稱,道路型態子類別名稱,事故位置大類別名稱,事故位置子類別名稱,路面狀況-路面鋪裝名稱,路面狀況-路面狀態名稱,路面狀況-路面缺陷名稱,道路障礙-障礙物名稱,道路障礙-視距品質名稱,道路障礙-視距名稱,號誌-號誌種類名稱,號誌-號誌動作名稱,車道劃分設施-分向設施大類別名稱,車道劃分設施-分向設施子類別名稱,車道劃分設施-分道設施-快車道或一般車道間名稱,車道劃分設施-分道設施-快慢車道間名稱,車道劃分設施-分道設施-路面邊線名稱,事故類型及型態大類別名稱,事故類型及型態子類別名稱,肇因研判大類別名稱-主要,肇因研判子類別名稱-主要,死亡受傷人數,當事者順位,當事者區分-類別-大類別名稱-車種,當事者區分-類別-子類別名稱-車種,當事者屬-性-別名稱,當事者事故發生時年齡,保護裝備名稱,行動電話或電腦或其他相類功能裝置名稱,當事者行動狀態大類別名稱,當事者行動狀態子類別名稱,車輛撞擊部位大類別名稱-最初,車輛撞擊部位子類別名稱-最初,車輛撞擊部位大類別名稱-其他,車輛撞擊部位子類別名稱-其他,肇因研判大類別名稱-個別,肇因研判子類別名稱-個別,肇事逃逸類別名稱-是否肇逃,經度,緯度
2026,3.0,20260323.0,31906.0,A1,屏東縣政府警察局,屏東縣恆春鎮恆公路1029號前,晴,有照明且開啟,村里道路,50.0,交岔路,三岔路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車輛本身,衝出路外,駕駛者,酒醉(後)駕駛,死亡1;受傷0,3.0,其他車,動力機械,男,75.0,不明,不明,車的狀態,靜止(引擎熄火),其他,非汽、機及自行車,,,無(車輛駕駛者因素),尚未發現肇事因素,否,120.741354,22.010758
2026,3.0,20260323.0,31906.0,A1,屏東縣政府警察局,屏東縣恆春鎮恆公路1029號前,晴,有照明且開啟,村里道路,50.0,交岔路,三岔路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,雙向禁止超車線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車輛本身,衝出路外,駕駛者,酒醉(後)駕駛,死亡1;受傷0,4.0,其他車,動力機械,男,75.0,不明,不明,車的狀態,靜止(引擎熄火),其他,非汽、機及自行車,,,無(車輛駕駛者因素),尚未發現肇事因素,否,120.741354,22.010758
2026,3.0,20260323.0,151200.0,A1,高雄市政府警察局,高雄市大寮區村河堤路2段358號前0.0公尺,晴,無照明,市區道路,50.0,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,快慢車道分隔線,有,車與車,對撞,駕駛者,逆向行駛,死亡1;受傷0,1.0,機車,普通重型,男,49.0,戴非半罩式安全帽,不明,車的狀態,向前直行中,機車與自行車,左側車身,,,駕駛者,逆向行駛,否,120.434103,22.602373
2026,3.0,20260323.0,151200.0,A1,高雄市政府警察局,高雄市大寮區村河堤路2段358號前0.0公尺,晴,無照明,市區道路,50.0,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,快慢車道分隔線,有,車與車,對撞,駕駛者,逆向行駛,死亡1;受傷0,2.0,半聯結車,自用,男,36.0,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,左側車身,,,無(車輛駕駛者因素),尚未發現肇事因素,否,120.434103,22.602373
2026,3.0,20260323.0,185500.0,A1,屏東縣政府警察局,屏東縣萬丹鄉大學路960巷T字路口,陰,有照明且開啟,縣道,50.0,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,無,無分向設施,車道線(無標記),快慢車道分隔線,有,人與車,穿越道路中,駕駛者,車輛未依規定暫停讓行人先行,死亡1;受傷0,1.0,小客車(含客、貨兩用),自用,男,55.0,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,右前車頭(身),,,駕駛者,車輛未依規定暫停讓行人先行,否,120.494733,22.59013
2026,3.0,20260323.0,185500.0,A1,屏東縣政府警察局,屏東縣萬丹鄉大學路960巷T字路口,陰,有照明且開啟,縣道,50.0,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,無,無分向設施,車道線(無標記),快慢車道分隔線,有,人與車,穿越道路中,駕駛者,車輛未依規定暫停讓行人先行,死亡1;受傷0,2.0,人,行人,女,77.0,其他(無需使用保護裝備之人),非駕駛人,人的狀態,步行,其他,非汽、機及自行車,,,非駕駛者,穿越道路未注意左右來車,否,120.494733,22.59013
2026,3.0,20260323.0,224800.0,A1,國道公路警察局,桃園市蘆竹區國道1號 45公里100.0公尺處北向中線,晴,有照明且開啟,國道,100.0,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,其他,其他,車輛未停妥滑動致生事故,死亡1;受傷2,1.0,小客車(含客、貨兩用),租賃車,女,26.0,繫安全帶(使用幼童安全椅),未使用,車的狀態,等待(引擎未熄火),汽車,後車尾,,,其他,車輛未停妥滑動致生事故,否,121.300249,25.0388
2026,3.0,20260323.0,224800.0,A1,國道公路警察局,桃園市蘆竹區國道1號 45公里100.0公尺處北向中線,晴,有照明且開啟,國道,100.0,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,其他,其他,車輛未停妥滑動致生事故,死亡1;受傷2,2.0,大貨車,營業用,男,35.0,繫安全帶(使用幼童安全椅),未使用,車的狀態,等待(引擎未熄火),汽車,前車頭,汽車,後車尾,無(車輛駕駛者因素),尚未發現肇事因素,否,121.300249,25.0388
2026,3.0,20260323.0,224800.0,A1,國道公路警察局,桃園市蘆竹區國道1號 45公里100.0公尺處北向中線,晴,有照明且開啟,國道,100.0,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,其他,其他,車輛未停妥滑動致生事故,死亡1;受傷2,3.0,小客車(含客、貨兩用),租賃車,男,54.0,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,,,駕駛者,使用車輛自動駕駛或先進駕駛輔助系統設備(裝置)不符規定,否,121.300249,25.0388
2026,3.0,20260323.0,224800.0,A1,國道公路警察局,桃園市蘆竹區國道1號 45公里100.0公尺處北向中線,晴,有照明且開啟,國道,100.0,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,其他,其他,車輛未停妥滑動致生事故,死亡1;受傷2,4.0,人,乘客,男,58.0,繫安全帶(使用幼童安全椅),非駕駛人,人的狀態,其他,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.300249,25.0388
2026,3.0,20260323.0,224800.0,A1,國道公路警察局,桃園市蘆竹區國道1號 45公里100.0公尺處北向中線,晴,有照明且開啟,國道,100.0,單路部分,直路,路段,快車道,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(附標記),未繪設快慢車道分隔線,有,車與車,其他,其他,車輛未停妥滑動致生事故,死亡1;受傷2,5.0,人,乘客,女,52.0,繫安全帶(使用幼童安全椅),非駕駛人,人的狀態,其他,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.300249,25.0388
2026,3.0,20260324.0,61440.0,A1,桃園市政府警察局,桃園市楊梅區快速路五段口 / 桃園市楊梅區快速路五段口,陰,無照明,市區道路,50.0,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛者,闖紅燈直行,死亡1;受傷1,1.0,小客車(含客、貨兩用),租賃車,男,59.0,不明,不明,車的狀態,向前直行中,汽車,右前車頭(身),,,駕駛者,闖紅燈直行,否,121.165206,24.947638
2026,3.0,20260324.0,61440.0,A1,桃園市政府警察局,桃園市楊梅區快速路五段口 / 桃園市楊梅區快速路五段口,陰,無照明,市區道路,50.0,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛者,闖紅燈直行,死亡1;受傷1,2.0,機車,普通重型,男,87.0,不明,不明,車的狀態,向前直行中,機車與自行車,左側車身,,,駕駛者,闖紅燈直行,否,121.165206,24.947638
2026,3.0,20260324.0,61440.0,A1,桃園市政府警察局,桃園市楊梅區快速路五段口 / 桃園市楊梅區快速路五段口,陰,無照明,市區道路,50.0,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛者,闖紅燈直行,死亡1;受傷1,3.0,人,乘客,女,55.0,不明,非駕駛人,人的狀態,其他,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.165206,24.947638
2026,3.0,20260324.0,84614.0,A1,桃園市政府警察局,桃園市蘆竹區宏竹路口 / 桃園市蘆竹區宏竹路附近,陰,有照明未開啟或故障,市區道路,50.0,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,其他,駕駛者,違反其他標誌(線)禁制,死亡1;受傷0,1.0,機車,普通重型,女,31.0,戴非半罩式安全帽,未使用,車的狀態,超車(含超越),機車與自行車,左側車身,,,駕駛者,違反其他標誌(線)禁制,否,121.24655,25.045443
2026,3.0,20260324.0,84614.0,A1,桃園市政府警察局,桃園市蘆竹區宏竹路口 / 桃園市蘆竹區宏竹路附近,陰,有照明未開啟或故障,市區道路,50.0,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,濕潤,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,其他,駕駛者,違反其他標誌(線)禁制,死亡1;受傷0,2.0,大貨車,自用,男,50.0,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.24655,25.045443
2026,3.0,20260324.0,144000.0,A1,新北市政府警察局,新北市板橋區廣權路8號前0.0公尺,晴,有照明且開啟,市區道路,40.0,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),快慢車道分隔線,有,車與車,同向擦撞,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,1.0,慢車,腳踏自行車,男,71.0,未戴安全帽或未繫安全帶(未使用幼童安全椅),未使用,車的狀態,向前直行中,機車與自行車,左側車身,,,駕駛者,恍神、緊張、心不在焉分心駕駛,否,121.460488,24.991137
2026,3.0,20260324.0,144000.0,A1,新北市政府警察局,新北市板橋區廣權路8號前0.0公尺,晴,有照明且開啟,市區道路,40.0,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),快慢車道分隔線,有,車與車,同向擦撞,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,2.0,小客車(含客、貨兩用),自用,男,34.0,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,右前車頭(身),,,駕駛者,未保持行車安全距離,否,121.460488,24.991137
2026,3.0,20260324.0,163300.0,A1,桃園市政府警察局,桃園市蘆竹區南崁路二段475號前0.0公尺,陰,有照明未開啟或故障,市區道路,50.0,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),快慢車道分隔線,無,車與車,追撞,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,1.0,機車,大型重型1(550C.C.以上),男,55.0,戴半罩式安全帽,未使用,車的狀態,超車(含超越),機車與自行車,前車頭,,,駕駛者,恍神、緊張、心不在焉分心駕駛,否,121.2666,25.062609
2026,3.0,20260324.0,163300.0,A1,桃園市政府警察局,桃園市蘆竹區南崁路二段475號前0.0公尺,陰,有照明未開啟或故障,市區道路,50.0,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),快慢車道分隔線,無,車與車,追撞,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,2.0,小貨車,自用,男,64.0,繫安全帶(使用幼童安全椅),未使用,車的狀態,等待(引擎未熄火),汽車,右後車尾(身),,,無(車輛駕駛者因素),尚未發現肇事因素,否,121.2666,25.062609
2026,3.0,20260324.0,171703.0,A1,臺南市政府警察局,臺南市將軍區將軍區忠嘉里東幹二路與北幹二路,晴,有照明未開啟或故障,村里道路,30.0,交岔路,四岔路,交叉路口,交叉路口內,無鋪裝,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛者,無號誌路口，支線道未讓幹線道先行,死亡1;受傷2,1.0,小客車(含客、貨兩用),自用,女,49.0,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,右前車頭(身),,,駕駛者,無號誌路口，支線道未讓幹線道先行,否,120.172189,23.19852
2026,3.0,20260324.0,171703.0,A1,臺南市政府警察局,臺南市將軍區將軍區忠嘉里東幹二路與北幹二路,晴,有照明未開啟或故障,村里道路,30.0,交岔路,四岔路,交叉路口,交叉路口內,無鋪裝,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛者,無號誌路口，支線道未讓幹線道先行,死亡1;受傷2,2.0,機車,普通重型,男,26.0,不明,不明,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,未依規定減速,否,120.172189,23.19852
2026,3.0,20260324.0,171703.0,A1,臺南市政府警察局,臺南市將軍區將軍區忠嘉里東幹二路與北幹二路,晴,有照明未開啟或故障,村里道路,30.0,交岔路,四岔路,交叉路口,交叉路口內,無鋪裝,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛者,無號誌路口，支線道未讓幹線道先行,死亡1;受傷2,3.0,人,乘客,男,21.0,不明,非駕駛人,人的狀態,其他,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.172189,23.19852
2026,3.0,20260324.0,200100.0,A1,屏東縣政府警察局,屏東縣里港鄉永春村里港路與永豐路一段口,晴,有照明且開啟,省道,50.0,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,中央分向島,寬式(50公分以上),車道線(附標記),快慢車道分隔線,有,車與車,側撞,駕駛者,違反二段式左(右)轉標誌(線),死亡1;受傷0,1.0,機車,普通重型,女,54.0,戴半罩式安全帽,未使用,車的狀態,左轉彎,機車與自行車,右側車身,,,駕駛者,違反二段式左(右)轉標誌(線),否,120.49927,22.779289
2026,3.0,20260324.0,200100.0,A1,屏東縣政府警察局,屏東縣里港鄉永春村里港路與永豐路一段口,晴,有照明且開啟,省道,50.0,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,中央分向島,寬式(50公分以上),車道線(附標記),快慢車道分隔線,有,車與車,側撞,駕駛者,違反二段式左(右)轉標誌(線),死亡1;受傷0,2.0,小客車(含客、貨兩用),自用,男,45.0,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,左前車頭(身),,,駕駛者,未依規定減速,否,120.49927,22.779289
2026,3.0,20260325.0,30400.0,A1,新北市政府警察局,新北市三重區新北大道1段 / 新北市三重區市前街,晴,有照明且開啟,市區道路,50.0,交岔路,三岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,中央分向島,寬式(50公分以上),車道線(無標記),快慢車道分隔線,有,車輛本身,撞交通島,其他,其他不當駕車行為,死亡1;受傷0,1.0,機車,普通重型,男,69.0,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,左側車身,,,其他,其他不當駕車行為,否,121.488954,25.061419
2026,3.0,20260325.0,30400.0,A1,新北市政府警察局,新北市三重區新北大道1段 / 新北市三重區市前街,晴,有照明且開啟,市區道路,50.0,交岔路,三岔路,交叉路口,交叉口附近,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,中央分向島,寬式(50公分以上),車道線(無標記),快慢車道分隔線,有,車輛本身,撞交通島,其他,其他不當駕車行為,死亡1;受傷0,2.0,,,無或物(動物、堆置物),115.0,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.488954,25.061419
2026,3.0,20260325.0,32700.0,A1,高雄市政府警察局,高雄市阿蓮區中山路572號前0.0公尺,晴,有照明且開啟,市區道路,50.0,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車輛本身,撞路樹,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,1.0,大貨車,營業用,男,38.0,不明,不明,車的狀態,向前直行中,汽車,前車頭,,,駕駛者,恍神、緊張、心不在焉分心駕駛,否,120.3241,22.86874
2026,3.0,20260325.0,32700.0,A1,高雄市政府警察局,高雄市阿蓮區中山路572號前0.0公尺,晴,有照明且開啟,市區道路,50.0,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車輛本身,撞路樹,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,2.0,,,無或物(動物、堆置物),0.0,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.3241,22.86874
2026,3.0,20260325.0,32700.0,A1,高雄市政府警察局,高雄市阿蓮區中山路572號前0.0公尺,晴,有照明且開啟,市區道路,50.0,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車輛本身,撞路樹,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,3.0,小客車(含客、貨兩用),自用,男,57.0,不明,未使用,車的狀態,靜止(引擎熄火),汽車,右側車身,,,無(車輛駕駛者因素),尚未發現肇事因素,否,120.3241,22.86874
2026,3.0,20260325.0,32700.0,A1,高雄市政府警察局,高雄市阿蓮區中山路572號前0.0公尺,晴,有照明且開啟,市區道路,50.0,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車輛本身,撞路樹,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,4.0,小客車(含客、貨兩用),計程車,男,57.0,不明,未使用,車的狀態,靜止(引擎熄火),汽車,右後車尾(身),,,無(車輛駕駛者因素),尚未發現肇事因素,否,120.3241,22.86874
2026,3.0,20260325.0,32700.0,A1,高雄市政府警察局,高雄市阿蓮區中山路572號前0.0公尺,晴,有照明且開啟,市區道路,50.0,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車輛本身,撞路樹,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,5.0,,,無或物(動物、堆置物),0.0,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.3241,22.86874
2026,3.0,20260325.0,32700.0,A1,高雄市政府警察局,高雄市阿蓮區中山路572號前0.0公尺,晴,有照明且開啟,市區道路,50.0,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,無標記,車道線(無標記),未繪設快慢車道分隔線,有,車輛本身,撞路樹,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,6.0,,,無或物(動物、堆置物),0.0,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.3241,22.86874
2026,3.0,20260325.0,63900.0,A1,新北市政府警察局,新北市淡水區淡金路1段69號前0.0公尺,晴,無照明,市區道路,60.0,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛者,起步時未注意安全,死亡1;受傷0,1.0,大客車,自用,男,25.0,繫安全帶(使用幼童安全椅),未使用,車的狀態,起步,汽車,左前車頭(身),,,駕駛者,起步時未注意安全,否,121.458299,25.173466
2026,3.0,20260325.0,63900.0,A1,新北市政府警察局,新北市淡水區淡金路1段69號前0.0公尺,晴,無照明,市區道路,60.0,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛者,起步時未注意安全,死亡1;受傷0,2.0,機車,普通重型,男,64.0,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,右側車身,,,駕駛者,未依規定減速,否,121.458299,25.173466
2026,3.0,20260325.0,63900.0,A1,新北市政府警察局,新北市淡水區淡金路1段69號前0.0公尺,晴,無照明,市區道路,60.0,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,寬式(50公分以上),車道線(無標記),未繪設快慢車道分隔線,有,車與車,同向擦撞,駕駛者,起步時未注意安全,死亡1;受傷0,3.0,小客車(含客、貨兩用),自用,男,62.0,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,,,無(車輛駕駛者因素),尚未發現肇事因素,是,121.458299,25.173466
2026,3.0,20260325.0,81524.0,A1,臺南市政府警察局,臺南市鹽水區歡雅里中州寮25號前路口(臺電電桿:學鹽高幹175右1N0152DE34)附近,晴,有照明未開啟或故障,市區道路,70.0,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,無號誌路口，轉彎車未讓直行車先行,死亡1;受傷0,1.0,大貨車,營業用,男,57.0,繫安全帶(使用幼童安全椅),未使用,車的狀態,左轉彎,汽車,右後車尾(身),,,駕駛者,無號誌路口，轉彎車未讓直行車先行,否,120.235188,23.283972
2026,3.0,20260325.0,81524.0,A1,臺南市政府警察局,臺南市鹽水區歡雅里中州寮25號前路口(臺電電桿:學鹽高幹175右1N0152DE34)附近,晴,有照明未開啟或故障,市區道路,70.0,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,側撞,駕駛者,無號誌路口，轉彎車未讓直行車先行,死亡1;受傷0,2.0,機車,大型重型2(250-550C.C.),男,37.0,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,未依規定減速,否,120.235188,23.283972
2026,3.0,20260325.0,101700.0,A1,臺中市政府警察局,臺中市龍井區山腳里中華路三段 / 臺中市龍井區山腳里中山二路二段,晴,有照明未開啟或故障,市區道路,70.0,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,中央分向島,窄式無柵欄,車道線(無標記),未繪設快慢車道分隔線,有,車與車,對向擦撞,駕駛者,有號誌路口，轉彎車未讓直行車先行,死亡1;受傷0,1.0,小客車(含客、貨兩用),自用,男,62.0,繫安全帶(使用幼童安全椅),未使用,車的狀態,左轉彎,汽車,右側車身,,,駕駛者,有號誌路口，轉彎車未讓直行車先行,否,120.540145,24.210494
2026,3.0,20260325.0,101700.0,A1,臺中市政府警察局,臺中市龍井區山腳里中華路三段 / 臺中市龍井區山腳里中山二路二段,晴,有照明未開啟或故障,市區道路,70.0,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,行車管制號誌,正常,中央分向島,窄式無柵欄,車道線(無標記),未繪設快慢車道分隔線,有,車與車,對向擦撞,駕駛者,有號誌路口，轉彎車未讓直行車先行,死亡1;受傷0,2.0,機車,普通重型,女,37.0,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,無(車輛駕駛者因素),尚未發現肇事因素,否,120.540145,24.210494
2026,3.0,20260325.0,114400.0,A1,新竹縣政府警察局,新竹縣新豐鄉忠信街272號前,晴,無照明,市區道路,40.0,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,其他,其他,車輛或機械操作不當(慎),死亡1;受傷0,1.0,機車,普通重型,女,78.0,戴非半罩式安全帽,未使用,車的狀態,等待(引擎未熄火),其他,無撞擊,,,其他,車輛或機械操作不當(慎),否,120.999355,24.881123
2026,3.0,20260325.0,114400.0,A1,新竹縣政府警察局,新竹縣新豐鄉忠信街272號前,晴,無照明,市區道路,40.0,單路部分,直路,路段,一般車道(未劃分快慢車道),柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車與車,其他,其他,車輛或機械操作不當(慎),死亡1;受傷0,2.0,小貨車,自用,男,61.0,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,車底,,,無(車輛駕駛者因素),尚未發現肇事因素,否,120.999355,24.881123
